Producto;Categoría del producto
[CNBL0073,] ESTAÑO EN PASTA BAJA TEMPERATURA RELIFE RL-404;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0406,] ESTAÑO EN PASTA BAJA TEMPERATURA XP7 60G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CON160935,] ESTAÑO EN PASTA DE SOLDAR ALPHA MOD CVP-520;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0535,] ESTAÑO EN PASTA MECHANIC MCN-998;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0055,] ESTAÑO EN PASTA MECHANIC V3B45 - 20G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0249,] ESTAÑO EN PASTA MECHANIC V3S35 - 20G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0049,] ESTAÑO EN PASTA MECHANIC V4B45 - 40G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0528,] ESTAÑO EN PASTA MECHANIC V4B48;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0048,] ESTAÑO EN PASTA MECHANIC V4S35 - 40G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0053,] ESTAÑO EN PASTA MECHANIC V5B45;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0052,] ESTAÑO EN PASTA MECHANIC V5S35 - 42G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0054,] ESTAÑO EN PASTA MECHANIC V8B45 - 60G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0577,] ESTAÑO EN PASTA MECHANIC XG-30;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0529,] ESTAÑO EN PASTA MECHANIC XG-40;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0407,] ESTAÑO EN PASTA MECHANIC XG-50;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0532,] ESTAÑO EN PASTA MECHANIC XGSP30;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0058,] ESTAÑO EN PASTA MECHANIC XGSP40;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0530,] ESTAÑO EN PASTA MECHANIC XGSP50;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0074,] ESTAÑO EN PASTA PARA CPU RELIFE RL-405;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0066, 6971806510526] ESTAÑO EN PASTA RELIFE RL-403;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0065,] ESTAÑO EN PASTA RELIFE SP-50;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0068,] ESTAÑO EN PASTA VALTIK VK-5051 - 50G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0035,] ESTAÑO MECHANIC HX-T100 - 0.2 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0036,] ESTAÑO MECHANIC HX-T100 - 0.3 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0678,] ESTAÑO MECHANIC HX-T100 - 0.6 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0671,] ESTAÑO MECHANIC TY-833 0.3M;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0037, CHBL23815] ESTAÑO MECHANIC TY-V866 - 0.2 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0426,] ESTAÑO MECHANIC TY-V866 - 0.3 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0692, CNBL24040401] ESTAÑO PARA SOLDAR  WZ-100 0.2MM-200G;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0047,] ESTAÑO QUICK 0.3 MM;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0042,] ESTAÑO SUNSHINE SS-030;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[CNBL0695,] ESTAÑO YA XUN YXO.3A;CANGURO / Consumibles 14350115 / CONSUMIBLES FIX
[UTIL9354,] ESTOPA BLANCA BOLSA 500GR;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / ELEMENTOS DE ASEO Y CAFETERIA
[UTIL4129,] ESTOPERA  CIGUEÑAL DELANTERA 1721;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL4505,] ESTOPERA CIGUEÑAL  NPR RUEDA TRASERA/DELANTERAS;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL4930,] ESTOPERA CIGUEÑAL RUEDA DELANTERA NKR;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL4736,] ESTOPERA CIGUEÑAL RUEDA DELANTERA NPR ;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL2605,] ESTOPERA NEW HORSE PARA BASTONES DE MOTO (UNIDAD);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL4065,] ESTOPERA RUEDA TRASERA 1721, NPR;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL2602,] ESTOPERA TRASERA CIGUEÑAL;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL4893,] ESTOPERA TRASERA DEL CIGUEÑAL NKR;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL3264,] ESTOPERAS DE SUZUKI GN;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[MON172138,] ESTUCHE PARA LENTES EDN-124;BELLEZA Y CUIDADO PERSONAL AEDOS / ACCESORIOS DIVERSOS / Monederos y Estuches
[LENS1320,] ESTUCHE PARA LENTES EPVC-01;CANGURO / Lentes 14350125 / LENTES DE SOL
[LEN166273,] ESTUCHE PARA LENTES TOXIIK ;CANGURO / Lentes 14350125 / LENTES DE SOL
[ACCA7208, ACCR23316009] ESTUCHE UNICOLOR PARA NINTENDO SWITCH CON DISEÑO;CANGURO / Accesorio 14350101 / Acrílicos y Case
[PAP159032,] ETIQUETA CANGURO DE PVC CUADRADA AUTOADHESIVA DE 10CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP159033,] ETIQUETA CANGURO DE PVC CUADRADA AUTOADHESIVA DE 15CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP159034,] ETIQUETA CANGURO DE PVC CUADRADA AUTOADHESIVA DE 20CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP159029,] ETIQUETA CANGURO DE PVC REDONDA AUTOADHESIVA DE 10CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP159030,] ETIQUETA CANGURO DE PVC REDONDA AUTOADHESIVA DE 15CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP159031,] ETIQUETA CANGURO DE PVC REDONDA AUTOADHESIVA DE 20CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP164328,] ETIQUETA CANGURO DE PVC REDONDA AUTOADHESIVA DE 5CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[MAT168383,] ETIQUETA CANGURO DELIVERY DE PVC RECTANGULAR AUTOADHESIVA DE 20CM X 15CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[PAP168363,] ETIQUETA CANGURO DELIVERY DE PVC RECTANGULAR AUTOADHESIVA DE 5CM X 10CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP155715,] ETIQUETA CANGURO EN MAULE FULL COLOR GRANDE;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP155722,] ETIQUETA CANGURO EN MAULE FULL COLOR PEQUEÑA;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[MAT170861,] ETIQUETA CANGURO PREMIUM REDONDA 5CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT156255,] ETIQUETA CIRCULAR 15X15 GARANTIA DOS CARAS CON NYLON PLASTIFICADAS;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[PAP159248,] ETIQUETA CIRCULAR CASHEA 2 CARAS CON NYLON PLASTIFICADA;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP162802,] ETIQUETA DE DESCUENTO AUTOADHESIVA CANGURO DE 10%;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP162803,] ETIQUETA DE DESCUENTO AUTOADHESIVA CANGURO DE 20%;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP162804,] ETIQUETA DE DESCUENTO AUTOADHESIVA CANGURO DE 30%;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP162805,] ETIQUETA DE DESCUENTO AUTOADHESIVA CANGURO DE “HOY OFERTA”;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[MAT169139,] ETIQUETA DE PAPEL LAMINADO AEDOS 50MM * 25MM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169175,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK LIMITED EDITION 10*4 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169166,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK LIMITED EDITION 5*3 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169179,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK NEGRA CON LETRAS BLANCAS 10*4 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169174,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK NEGRA CON LETRAS BLANCAS 5*3 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169177,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK NEGRA CON LETRAS NARANJA 10*4 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169171,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK NEGRA CON LETRAS NARANJA 5*3 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169178,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK PREMIUM 10*4 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169172,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK PREMIUM 5*3 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169176,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK ROJA CON LETRAS BLANCAS  10*4 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT169169,] ETIQUETA PUBLICITARIA DE PVC AUTOADHESIVA TOXIIK ROJA CON LETRAS BLANCAS  5*3 CM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[UTIL1755,] ETIQUETAS CODIGO DE BARRAS BETCKEY 1.5X0.5 PULGADAS (10 ROLLOS 23.500 ETIQUETAS);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL1756,] ETIQUETAS CODIGO DE BARRAS BETCKEY 1X0.5 PULGADAS (10 ROLLOS 24.300 ETIQUETAS);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL1757,] ETIQUETAS CODIGO DE BARRAS BETCKEY 2X1 PULGADAS (10 ROLLOS 13.000 ETIQUETAS);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL1758,] ETIQUETAS CODIGO DE BARRAS BETCKEY 4X6 PULGADAS (12 ROLLOS 3.000 ETIQUETAS);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL1759,] ETIQUETAS DE ADVERTENCIA BETCKEY FRAGIL 2X3 PULGADAS (POR UNIDAD);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP162806,] ETIQUETAS DE DESCUENTO AUTOADHESIVA CANGURO DE “PRECIO INSUPERABLE”;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[PAP161194,] ETIQUETAS DE RELOJ;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL5622,] ETIQUETAS POR ROLLO 100MM X 150MM PARIS (4X6) 500 UND;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL10324,] ETIQUETAS POR ROLLO 38X13MMX2350;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL5621,] ETIQUETAS POR ROLLO 50MM X 25MM PARIS (2X1) 1000 UND;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[SOL158209,] EVENTOS CANGURO;Solicitud de gasto
[SOL170790,] EVENTOS RSEM;Solicitud de gasto
[SER154448,] EVENTOS VIATICOS CANGUROS;Servicios (Uso Administrativo)
[HER161696, 7705562551481] EXACTO GARABATOS FL-138;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / HERRAMIENTAS MANUALES / Herramientas y Accesorios de Corte
[HER161744, 7705562551467] EXACTO GARABATOS FL-139;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / HERRAMIENTAS MANUALES / Herramientas y Accesorios de Corte
[HER161697,] EXACTO GARABATOS FL-225 (3PCS) 18MM;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / HERRAMIENTAS MANUALES / Herramientas y Accesorios de Corte
[HER168658,] EXACTO YUETE SK5;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / HERRAMIENTAS MANUALES / Herramientas y Accesorios de Corte
[UTIL0162,] EXACTOS (UNIDAD);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / PAPELERIA Y MATERIALES DE OFICINA
[UTIL10594,] EXHIBIDOR 507-1;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[UTIL10143,] EXHIBIDOR CUADRADO DE PISO;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[UTIL10608,] EXHIBIDOR DE LENTES 2M*1.2M;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[OTR150028,] EXHIBIDOR DE LENTES A1722;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[UTIL10298, ACCR10121] EXHIBIDOR DE LENTES EXT-150A;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[UTIL10233,] EXHIBIDOR DE LENTES OWEN JM818-40;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[MAT158848,] EXHIBIDOR DE MADERA CON MALLA METALICA DE 6 PELDAÑOS;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[OTR156300,] EXHIBIDOR DE MERCANCIA;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[ACCR9053,] EXHIBIDOR DE RELOJES 176MM - CUADRADO;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR9051,] EXHIBIDOR DE RELOJES 176MM - EXAGONAL;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR9050,] EXHIBIDOR DE RELOJES 70MM;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR9052,] EXHIBIDOR DE RELOJES 80MM;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR9091,] EXHIBIDOR DE RELOJES CANGURO;CANGURO / Accesorio 14350101 / Linea Accesorios
[UTIL10597,] EXHIBIDOR DE TABLA ACRILICO X 45 PZAS EXIB2002-SOL;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIALES DE FABRICA Y PARA REMODELACIONES
[UTIL0044,] EXHIBIDOR TIPO BURRO 1700*1320*600MM DE 4 CARAS;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT160248,] EXHIBIDOR TIRA DE IMPULSO PLASTICA ;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIALES DE FABRICA Y PARA REMODELACIONES
[MAT170863,] EXHIBIDOR TOXIIK TRANSPARENTE CON SOPORTE PARA RELOJ INTELIGENTE DIMENSIONES  40*14.4MM;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[ACCR0137,] EXHIBIDORES BASE NEGRA;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0469,] EXHIBIDORES CANGURO;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0138,] EXHIBIDORES COLOR;CANGURO / Accesorio 14350101 / Linea Accesorios
[UTIL9368,] EXHIBIDORES DE LENTES YM7020B;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[UTIL8946,] EXHIBIDORES DE LENTES YM7037;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[ACCR0590,] EXHIBIDORES TRANSPARENTE;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0901,] EXHIBIDORES UNICOLOR CANGURO;CANGURO / Accesorio 14350101 / Linea Accesorios
[MAT159050,] EXPOSITOR DE LIBERACION RAPIDA CON BASE DE HIERRO;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[MAT159043,] EXPOSITOR DE TABLERO CON MARCO METALICO DOBLE CARA + BASE;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIAL PUBLICITARIO
[OTR161306, 6977341580192] EXPRIMIDOR DE LIMON JP-339;HOGAR Y DECORACION  AEDOS / ENSERES DE COCINA / Otros  Accesorios de Cocina
[OTR166095,] EXPRIMIDOR DE LIMON LEMON SQUEEZER 16050-635 ACERO INOXIDABLE ;HOGAR Y DECORACION  AEDOS / ENSERES DE COCINA / Otros  Accesorios de Cocina
[OTR166082,] EXPRIMIDOR DE LIMON PLASTICO  ;HOGAR Y DECORACION  AEDOS / ENSERES DE COCINA / Otros  Accesorios de Cocina
[ACC168638,] EXTENCION DE COLORES SET 6 SNT-0707;BELLEZA Y CUIDADO PERSONAL AEDOS / ACCESORIOS DIVERSOS / Accesorios para Cabello
[EVE154700,] EXTENSION (UNIDAD);Equipos de uso interno / Eventos
[CON162464, 7700913040096] EXTENSION 15FT 4.57MTS STREET MARKET ;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / CONECTORES Y TOMACORRIENTE
[CON162460158832] EXTENSION 6FT 1.82MTS STREET MARKET ;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / CONECTORES Y TOMACORRIENTE
[OTR171116167028, 7700913040072,] EXTENSION BLANCA STREET MARKET 04007 9FT DE 2.74 M ;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / OTROS MATERIALES ELECTRICOS
[EVE154701,] EXTENSION MACHO A MACHO;Equipos de uso interno / Eventos
[CON162453, 7700913040034] EXTENSION NARANJA 8MTS STREET MARKET;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / CONECTORES Y TOMACORRIENTE
[CON162458, 7700913040010] EXTENSION NARANJA STREET MARKET 04001 DE 3MTS;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / CONECTORES Y TOMACORRIENTE
[OTR171213167122, 7700913040027] EXTENSION NARANJA STREET MARKET 04002 5 MTS ;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / OTROS MATERIALES ELECTRICOS
[MAT168320,] EXTENSION P/LAVAMANOS 1-1/4 X 07 PLASTICA ;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / MATERIALES DE FABRICA Y PARA REMODELACIONES
[OTR171134167046, 7700913040089] EXTENSION STREET MARKET 12FT DIMENCIONES 3.65MT;FERRETERIA Y HERRAMIENTAS PARA EL HOGAR / MATERIALES ELECTRICOS, ILUMINACION Y ACCESORIOS / OTROS MATERIALES ELECTRICOS
[ACC171928167648, 56214019] EXTENSIONES DE COLORES X12;BELLEZA Y CUIDADO PERSONAL AEDOS / ACCESORIOS DIVERSOS / Accesorios para Cabello
[EQU160810, EQU160810VTL, 845973071875, 6935364071875] EXTENSOR DE WIFI TP-LINK RE200 AC750;CANGURO / Equipos Electrónicos 14350119 / EQUIPOS Y DISPOSITIVOS DE RED
[ACCR0407, 6935364084202] EXTENSOR DE WIFI TP-LINK RE300 / AC1200;CANGURO / Equipos Electrónicos 14350119 / EQUIPOS Y DISPOSITIVOS DE RED
[ACCR0405,] EXTENSOR DE WIFI TP-LINK TL-WA855RE;CANGURO / Equipos Electrónicos 14350119 / EQUIPOS Y DISPOSITIVOS DE RED
[ALL154495,] EXTERNOS CONTENEDORES ( AMIGOS );All
[UTIL1055,] EXTINTOR  PQS 10 LIBRAS;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / INVENTARIOS PARA ELECTRODOMESTICOS Y OTROS ELEMENTOS DE EQUIPAMENTOS
[INV156931,] EXTRACTOR DE AIRE DE 10 PULGADAS 110V EVF-AC8;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / INVENTARIOS PARA ELECTRODOMESTICOS Y OTROS ELEMENTOS DE EQUIPAMENTOS
[SOL158250,] Electrodomesticos y otros elementos de equipamiento;Solicitud de gasto
[SOL158246,] Elementos de Aseo y Cafetería;Solicitud de gasto
[SER156854,] Emision BL;Servicios Aduaneros (Uso Administrativo)
[SER156017,] Emision de Tarjetas;Servicios (Uso Administrativo)
[SOL158253,] Envases y material de embalaje;Solicitud de gasto
[Delivery_007] Envío estándar;All / Deliveries
[SOL158231,] Equipo de computación y comunicación;Solicitud de gasto
[SOL158230,] Equipo de oficina;Solicitud de gasto
[SOL158249,] Equipo y partes electronicas de oficinas;Solicitud de gasto
[SOL158252,] Equipos y dispositivos de seguridad;Solicitud de gasto
[SOL158255,] Equipos y mobiliarios para eventos;Solicitud de gasto
[SOL158251,] Equipos, materiales e insumos FIX;Solicitud de gasto
[SER155448,] Estacionamiento;Servicios (Uso Administrativo)
[SOL158152,] Estimada de ISLR;Solicitud de gasto
[OTR170873,] FACE PLACE CON CONECTOR HDMI;INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
[LIN160644,] FAN COOLER F21;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACC159107, 6973632530761] FAN COOLER GAMER DLA-8;CANGURO / VIDEO JUEGOS Y ACCESORIOS 14350135 / ACCESORIOS CONTROLES GAMER
[ACC159109,] FAN COOLER GAMER K-12;CANGURO / VIDEO JUEGOS Y ACCESORIOS 14350135 / ACCESORIOS CONTROLES GAMER
[ACC159210,] FAN COOLER GAMER K-15;CANGURO / VIDEO JUEGOS Y ACCESORIOS 14350135 / ACCESORIOS CONTROLES GAMER
[ACC159105,] FAN COOLER GAMER K-20;CANGURO / VIDEO JUEGOS Y ACCESORIOS 14350135 / ACCESORIOS CONTROLES GAMER
[ACC159108,] FAN COOLER GAMER SL-25;CANGURO / VIDEO JUEGOS Y ACCESORIOS 14350135 / ACCESORIOS CONTROLES GAMER
[ACCR0524,] FAN COOLER LAPTOP HOLDER - K33;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0523, A6940578520199A] FAN COOLER LAPTOP N99;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0594,] FAN COOLER LAPTOP NCP-065 ;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0525,] FAN COOLER LAPTOP NCP-235;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0500,] FAN COOLER LAPTOP S400;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR0527,] FAN COOLER LAPTOP SY-C5 COOLING PAD;CANGURO / Accesorio 14350101 / Linea Accesorios
[ACCR1166,] FAN COOLER PARA LAPTOP QS-919;CANGURO / Accesorio 14350101 / Linea Accesorios
[LIN156442,] FAN COOLER PARA TELEFONO ;CANGURO / Accesorio 14350101 / Linea Accesorios
[LIN144703,] FAN COOLER X6B;CANGURO / Accesorio 14350101 / Linea Accesorios
[LIN160681,] FANN COOLER MASTER;CANGURO / Accesorio 14350101 / Linea Accesorios
[SOL158430,] FAOV;Solicitud de gasto
[UTIL4135,] FARO DE HORSE 1 ORIGINAL (UNIDAD);INVENTARIOS PARA CONSUMO / INVENTARIOS PARA CONSUMO 146000 / OTROS
